Datum;Quelle;Firma;Ansprechpartner;Email;Telefon;PLZ;Ort;Land;Region;Event_Typ;Status;Notiz
2026-07-05;https://www.gruenwalderburschen.com/impressum;Burschenverein Einigkeit Grünwald;Lukas Kaserer;vorstand@gruenwalderburschen.com;;82031;Grünwald;DE;Bayern;Vereinsfest;neu;Grünwalder Dorffest – via Nachtstark
2026-07-05;https://volksfest-schweinfurt.de/impressum/;Werbegemeinschaft Schweinfurter Volksfest e.V.;Peter Hoffmann;volksfest@schweinfurt.de;09721 513477;97421;Schweinfurt;DE;Bayern;Zelt-Festbetreiber;neu;Schweinfurter Volksfest – via Frankenkracher
2026-07-05;https://www.miehlen.de/Impressum/;Ortsgemeinde Miehlen;André Stötzer;info@miehlen.de;06772 1654;56357;Miehlen;DE;Rheinland-Pfalz/Hessen;Stadtfest-Kommune;neu;Oktobermarkt – via Frankenkracher
2026-07-05;https://www.taenzelfest.de/impressum;Tänzelfestverein e.V. Kaufbeuren;Irmgard Ernszt;info@taenzelfest.de;08341 2828;87600;Kaufbeuren;DE;Bayern;Vereinsfest;neu;Tänzelfest – via Partyböcke
2026-07-05;https://blaukittel.de/impressum;Schützengesellschaft Meinerzhagen e.V.;Karsten Decker;info@blaukittel.de;02354 13663;58540;Meinerzhagen;DE;Nordrhein-Westfalen;Vereinsfest;neu;Schützenfest – via Partyböcke
2026-07-05;https://schwabmuenchen.de/impressum/;Stadt Schwabmünchen;Lorenz Müller;rathaus@schwabmuenchen.de;08232 96330;86830;Schwabmünchen;DE;Bayern;Stadtfest-Kommune;neu;Faschingsparty Festzelt – via Partyböcke
2026-07-05;http://mv-hirrlingen.de/impressum/;Musikverein Hirrlingen e.V.;;info@mv-hirrlingen.de;07478 261143;72145;Hirrlingen;DE;Baden-Württemberg;Vereinsfest;neu;Sommerfest/Kirbe – via Dirndlknacker
2026-07-05;https://www.oktoberfest-wittlich.de/impressum/;Bungert Event GmbH (Oktoberfest Wittlich);Winfried Bungert;info@oktoberfest-wittlich.de;06571 6960;54516;Wittlich;DE;Rheinland-Pfalz/Hessen;Zelt-Festbetreiber;neu;Oktoberfest Wittlich – via Krachleder
2026-07-05;https://pfalzwiesen.de/impressum/;GATE99 GmbH (Pfalzwiesen Frankenthal);Kevin Kardol;pfalzwiesen@gate99.de;;67227;Frankenthal;DE;Rheinland-Pfalz/Hessen;Zelt-Festbetreiber;neu;Pfalzwiesen Oktoberfest – via Krachleder
2026-07-05;https://www.baechtlefest-badsaulgau.de/de/impressum;Bürgerausschuss für Heimatpflege Bad Saulgau e.V.;Christoph Rack;info@baechtlefest-badsaulgau.de;07581 207162;88348;Bad Saulgau;DE;Baden-Württemberg;Zelt-Festbetreiber;neu;Bächtlefest – via Hautnah
2026-07-05;https://www.viechtach.de/Impressum;Stadt Viechtach;Markus Jungwirth;info@viechtach.de;09942 8080;94234;Viechtach;DE;Bayern;Stadtfest-Kommune;neu;Viechtacher Bürgerfest – via Lost Eden
2026-07-05;https://www.schonach.de/impressum;Gemeinde Schonach im Schwarzwald;Jörg Frey;gemeinde@schonach.de;07722 964810;78136;Schonach;DE;Baden-Württemberg;Zelt-Festbetreiber;neu;Volksfest Schonach – via Hautnah
2026-07-05;https://www.friedrichshafen.de/impressum/;Stadtverwaltung Friedrichshafen;;stadtverwaltung@friedrichshafen.de;07541 2030;88045;Friedrichshafen;DE;Baden-Württemberg;Zelt-Festbetreiber;neu;Oktoberfest Hinterer Hafen – via Hautnah
