Datum;Quelle;Firma;Ansprechpartner;Email;Telefon;PLZ;Ort;Land;Region;Event_Typ;Status;Notiz
2026-07-08;https://www.roth-catering.de/impressum/;ROTH Catering & Events (Tell Roth);;info@roth-catering.de;05374 9551500;38550;Isenbüttel;DE;Niedersachsen;Zelt-Festbetreiber;neu;Frühlingswiesn (pausiert bis ~2027) – via Münchner Zwietracht
2026-07-08;https://www.ipfmess.de/94337.html;Stadt Bopfingen (Ipfmesse);;infobopfingen@bopfingen.de;07362 8010;73441;Bopfingen;DE;Baden-Württemberg;Zelt-Festbetreiber;neu;Ipfmesse Bopfingen – via Mountain Crew/dieBANDE
2026-07-08;https://www.ausstellungs-gmbh.de/impressum/;Straubinger Ausstellungs- und Veranstaltungs GmbH;Roman Preis;info@ausstellungs-gmbh.de;09421 9449055;94315;Straubing;DE;Bayern;Zelt-Festbetreiber;neu;Gäubodenvolksfest (7 Zelte) – via Mountain Crew/Blaumeisen
2026-07-08;https://www.brakel.de/;Stadt Brakel (Annentag);E. Leopold;e.leopold@brakel.de;05272 3601201;33034;Brakel;DE;Nordrhein-Westfalen;Stadtfest-Kommune;neu;Annentag (350k Besucher) – via Mountain Crew
2026-07-08;https://www.merzig.de/impressum/;Kreisstadt Merzig (Oktoberfest);;stadt@merzig.de;06861 850;66663;Merzig;DE;Saarland;Zelt-Festbetreiber;neu;Merziger Oktoberfest – via Frankenkracher/Krachleder
2026-07-08;https://www.lebach.de/impressum;Stadt Lebach (Oktoberfest);;stadt@lebach.de;06881 590;66822;Lebach;DE;Saarland;Zelt-Festbetreiber;neu;Lebacher Oktoberfest – via Krachleder
2026-07-08;https://www.rsv-wullenstetten.de/kontakt-impressum/;RSV Wullenstetten 1926 e.V.;;buero@rsv-wullenstetten.de;07307 924966;89250;Senden-Wullenstetten;DE;Bayern;Vereinsfest;neu;Maifest Wullenstetten – via Dirndlknacker
2026-07-08;https://www.mv-griesingen.de/impressum/;Musikverein Griesingen e.V.;Tobias Kammerer;vorstand@mv-griesingen.de;;89608;Griesingen;DE;Baden-Württemberg;Vereinsfest;neu;Pfingstfest Griesingen – via Dirndlknacker
2026-07-08;https://www.jc-doergenhausen.com/kontakt;Jugendclub Dörgenhausen e.V.;;jcd.doergenhausen@gmail.com;0176 30656705;02977;Hoyerswerda;DE;Sachsen;Vereinsfest;neu;Dorfrock Dörgenhausen – via Lost Eden
2026-07-08;https://www.kirmesinkettig.de/impressum.html;Kirmesgesellschaft Kettig 1987 e.V.;Thomas Kretschmann;thomas.kretschmann@kirmesinkettig.de;02637 9395420;56220;Kettig;DE;Rheinland-Pfalz/Hessen;Vereinsfest;neu;Kirmes Kettig – via Lost Eden
2026-07-08;https://www.tsv-pfronstetten.de/content/impressum;TSV Pfronstetten e.V.;;vorstandschaft@tsv-pfronstetten.de;;72539;Pfronstetten;DE;Baden-Württemberg;Vereinsfest;neu;Pfingstfest – via Dirndlknacker
2026-07-08;https://lechfeld.de/impressum/;Verwaltungsgemeinschaft Lechfeld;Simon Schropp;info@lechfeld.de;08232 50090;86836;Klosterlechfeld;DE;Bayern;Zelt-Festbetreiber;neu;Klosterlechfelder Pfingstfest – via Nachtstark
2026-07-08;https://www.grosskarolinenfeld.de/impressum;Gemeinde Großkarolinenfeld;Anton Wallner;gemeinde@grosskarolinenfeld.de;08031 59080;83109;Großkarolinenfeld;DE;Bayern;Zelt-Festbetreiber;neu;Frühlingsfest – via Nachtstark
2026-07-08;https://www.erding.de/impressum;Stadt Erding (Frühlings-/Herbstfest);Max Gotz;info@erding.de;08122 4080;85435;Erding;DE;Bayern;Zelt-Festbetreiber;neu;Frühlings- + Herbstfest Erding – via Nachtstark
2026-07-08;https://feuerwehrfest-graefenthal.de/impressum/;Feuerwehrverein Gräfenthal e.V.;Maximilian Kuschminder;feuerwehr.graefenthal@gmail.com;;98743;Gräfenthal;DE;Thüringen;Vereinsfest;neu;Feuerwehrfest – via Allgäu Power
2026-07-08;https://www.trachtenkapelle-biederbach.de/;Musikverein Trachtenkapelle Biederbach e.V.;Maximilian Brugger;info@trachtenkapelle-biederbach.de;015228526731;79215;Biederbach;DE;Baden-Württemberg;Vereinsfest;neu;Festzelt Biederbach – via Allgäu Power
2026-07-08;https://www.mv-ersingen.de/impressum;Musikverein Ersingen e.V.;Vanessa Weishaupt;info@mv-ersingen.de;;89155;Erbach-Ersingen;DE;Baden-Württemberg;Vereinsfest;neu;Maifest Ersingen – via Allgäuwild
2026-07-08;https://www.pl-event.de/kontakt/impressum/;P+L Event GmbH (Volksfest Bad Mergentheim);Désirée Papert;info@pl-event.de;09822 605777;91572;Bechhofen;DE;Bayern;Zelt-Festbetreiber;neu;Volksfest Bad Mergentheim – via Würzbuam
2026-07-08;https://www.neuburg-donau.de/impressum;Stadt Neuburg an der Donau;Ralf Rick;stadt@neuburg-donau.de;08431 550;86633;Neuburg an der Donau;DE;Bayern;Zelt-Festbetreiber;neu;Neuburger Volksfest – via Members
2026-07-08;http://www.hexabannertanz.de/impressum/;Eichenkreuzsport Wolfschlugen e.V.;Ulrich Mack;info@hexabannertanz.de;;72649;Wolfschlugen;DE;Baden-Württemberg;Vereinsfest;neu;Hexabannertanz Fasnetparty – via Partyfürsten
2026-07-08;https://www.freilassing.de/impressum/;Stadt Freilassing;Markus Hiebl;rathaus@freilassing.de;08654 30990;83395;Freilassing;DE;Bayern;Stadtfest-Kommune;neu;Stadtfest Freilassing – via Glorreiche Halunken
2026-07-08;https://www.bad-reichenhall.de/service/impressum;Bad Reichenhall Tourismus & Stadtmarketing GmbH;Ursula Friedsam;info@bad-reichenhall.de;08651 715110;83435;Bad Reichenhall;DE;Bayern;Stadtfest-Kommune;neu;Stadtfest Bad Reichenhall – via Glorreiche Halunken
2026-07-08;https://kirmes-sessenhausen.de/impressum;Vereinsring Sessenhausen;Robin Mintel;info@kirmes-sessenhausen.de;;56244;Sessenhausen;DE;Rheinland-Pfalz/Hessen;Vereinsfest;neu;Kirmes Sessenhausen – via Barbed Wire
2026-07-08;https://koblenzer-oktoberfest.de/impressum;EB Festival GmbH (Koblenzer Oktoberfest);Thomas Deters;info@oktoberfest-koblenz.de;;74074;Heilbronn;DE;Baden-Württemberg;Zelt-Festbetreiber;neu;Koblenzer Oktoberfest – via Maxxx Partyband
2026-07-08;https://www.gartenschau-kl.de/impressum/;iKL gGmbH (Gartenschau KL Oktoberfest);David Lyle;info@gartenschau-kl.de;0631 710070;67659;Kaiserslautern;DE;Rheinland-Pfalz/Hessen;Zelt-Festbetreiber;neu;Kaiserslauterer Oktoberfest – via Maxxx
2026-07-08;https://musikverein-gladenbach.de/rechtliches/impressum-kontakt/;Musikverein 1911 Gladenbach e.V.;Oliver Bens;info@musikverein-gladenbach.de;;35075;Gladenbach;DE;Rheinland-Pfalz/Hessen;Vereinsfest;neu;Oktoberfest Gladenbach – via Maxxx
2026-07-08;https://www.schuetzenfest-neuss.com/impressum/;Neusser Bürger-Schützen-Verein e.V.;Martin Flecken;info@schuetzenfest-neuss.com;02131 277070;41460;Neuss;DE;Nordrhein-Westfalen;Vereinsfest;neu;Neusser Bürger-Schützenfest (weltgrößtes) – via Direktrecherche
2026-07-08;https://www.nordhausen.de/termine/rolandsfest.php;Stadt Nordhausen (Rolandsfest);;rathaus@nordhausen.de;03631 6960;99734;Nordhausen;DE;Thüringen;Stadtfest-Kommune;neu;Rolandsfest (größtes Volksfest Nordthüringens)
2026-07-08;https://wooosn.de/firmenevents/;HB GROUP GMBH (Wooosn Chemnitz);Henrik Bonesky;info@wooosn.de;0371 4819088;09111;Chemnitz;DE;Sachsen;Zelt-Festbetreiber;neu;Wooosn – Chemnitzer Oktoberfest
2026-07-08;https://stadt.weimar.de/de/haendlerinformationen-zwiebelmarkt.html;Stadt Weimar (Zwiebelmarkt);;kuenstlerbewerbungen@stadtweimar.de;03643 762334;99423;Weimar;DE;Thüringen;Stadtfest-Kommune;neu;Weimarer Zwiebelmarkt – Bühnen-/Band-Bewerbungen
2026-07-08;https://www.blaskapelle-luechtringen.de/impressum/;Blaskapelle Lüchtringen 1958 e.V. (WiesnZeit);;info@blaskapelle-luechtringen.de;;37671;Höxter-Lüchtringen;DE;Nordrhein-Westfalen;Zelt-Festbetreiber;neu;WiesnZeit Lüchtringen (größtes Oktoberfest Kreis Höxter) – via Frankenkracher
2026-07-08;https://www.grafenwoehr.de/impressum;Stadt Grafenwöhr (D-A Volksfest);;poststelle@grafenwoehr.de;;92655;Grafenwöhr;DE;Bayern;Zelt-Festbetreiber;neu;Deutsch-Amerikanisches Volksfest – via Members
2026-07-08;https://www.markt-hohenfels.de/impressum;Markt Hohenfels (D-A Volksfest);;info@markt-hohenfels.de;;92366;Hohenfels;DE;Bayern;Zelt-Festbetreiber;neu;Deutsch-Amerikanisches Volksfest – via Members
2026-07-08;https://www.greding.de/impressum;Stadt Greding (Kirchweih);;info@greding.de;;91171;Greding;DE;Bayern;Vereinsfest;neu;Gredinger Kirchweih – via Members
