Datum;Quelle;Firma;Ansprechpartner;Email;Telefon;PLZ;Ort;Land;Region;Event_Typ;Status;Notiz
2026-07-04;https://stadthalle-aschaffenburg.de/impressum.html;Kongress-/Touristikbetriebe Aschaffenburg;;info@kut-ab.de;06021 3956;63739;Aschaffenburg;DE;Bayern;Stadtfest-Kommune;neu;Volksfest Aschaffenburg (Zelt Widmann) – via OHLALA
2026-07-04;https://www.geisenfeld.de/kontakt;Stadt Geisenfeld;;rathaus@geisenfeld.de;08452 980;85290;Geisenfeld;DE;Bayern;Stadtfest-Kommune;neu;Geisenfelder Volksfest (Zelt Widmann) – via OHLALA
2026-07-04;https://www.dachauvolksfest.de/impressum.html;Rettinger Familienfestzelt GbR;Ludwig & Sandra Rettinger;info@dachauvolksfest.de;08131 7799299;85221;Dachau;DE;Bayern;Zelt-Festbetreiber;neu;Festzelt Dachauer Volksfest – via Ois Easy
2026-07-04;https://www.festzelt-reisinger.de/impressum;Festzelt Reisinger GbR;Hubert Reisinger;info@festzelt-reisinger.de;09421 1897500;94315;Straubing;DE;Bayern;Zelt-Festbetreiber;neu;Gäubodenfest + Crailsheim – via Draufgänger
2026-07-04;https://www.weissbierfest.com/impressum;Brauerei Gebr. Maisel (Weissbierfest Bayreuth);;brauerei@maisel.com;0921 4010;95445;Bayreuth;DE;Bayern;Zelt-Festbetreiber;neu;Maisel's Weissbierfest Bayreuth – via Troglauer
2026-07-04;https://www.i-will-fasnacht.de/;IG Weißenhorner Fasnacht e.V.;Michael Riedel;vorstand@i-will-fasnacht.de;;89258;Weißenhorn;DE;Bayern;Vereinsfest;neu;IWF-Ball Fuggerhalle – via Partyfürsten
2026-07-04;https://www.vilsbiburg.de/impressum;Stadt Vilsbiburg;;stadt@vilsbiburg.de;08741 3050;84137;Vilsbiburg;DE;Bayern;Stadtfest-Kommune;neu;Volksfest Vilsbiburg – via Reisinger
2026-07-04;https://www.herborn.de/impressum;Magistrat der Stadt Herborn;Lukas Winkler;info@herborn.de;02772 7080;35745;Herborn;DE;Rheinland-Pfalz/Hessen;Stadtfest-Kommune;neu;Herborner Oktoberfest – via Böckl
2026-07-04;https://www.schwandorf.de/impressum;Stadtverwaltung Schwandorf;;info@schwandorf.de;09431 450;92421;Schwandorf;DE;Bayern;Stadtfest-Kommune;neu;86. Volksfest Schwandorf – via Schuhmann
2026-07-04;https://www.allersberg.de/impressum;Markt Allersberg;Daniel Horndasch;info@allersberg.de;09176 5090;90584;Allersberg;DE;Bayern;Stadtfest-Kommune;neu;Kirchweih Allersberg – via Schuhmann
2026-07-04;https://rathaus.neustadt-aisch.de/;Stadt Neustadt a.d.Aisch;Klaus Meier;info@neustadt-aisch.de;09161 6660;91413;Neustadt an der Aisch;DE;Bayern;Stadtfest-Kommune;neu;Kerwa – via Böckl
2026-07-04;https://cranger-kirmes.de/kontakt/impressum/;Stadtmarketing Herne GmbH;Holger Wennrich;info@stadtmarketing-herne.de;02323 9190515;44623;Herne;DE;Nordrhein-Westfalen;Stadtfest-Kommune;neu;Cranger Kirmes (größtes Volksfest NRW)
2026-07-04;https://www.nix-wie-enunner.de/impressum/;Stadtverwaltung Bad Kreuznach;Mathias Weyand;mathias.weyand@bad-kreuznach.de;0671 800284;55543;Bad Kreuznach;DE;Rheinland-Pfalz/Hessen;Zelt-Festbetreiber;neu;Bad Kreuznacher Jahrmarkt, Partyzelte
2026-07-04;https://welser-volksfest.at/impressum;Messe Wels GmbH (Welser Volksfest);Robert Schneider;office@messe-wels.at;+43 7242 93920;4600;Wels;AT;Österreich;Zelt-Festbetreiber;neu;Welser Volksfest, Party-/Chartmusik
2026-07-04;https://feuerwehr-hohenreichen.de/impressum/;Freiwillige Feuerwehr Hohenreichen;Andreas Leichtle;info@feuerwehr-hohenreichen.de;08272 6057656;86637;Wertingen;DE;Bayern;Vereinsfest;neu;150 J. FFW, Die Draufgänger – via Draufgänger
2026-07-04;https://brasswiesn.de/impressum;Sonnenrot GmbH (Brass Wiesn Festival);Alexander Wolff;kontakt@brasswiesn.de;08664 9282520;83339;Chieming;DE;Bayern;Zelt-Festbetreiber;neu;Brass Wiesn Festival – via Kapelle So&So
2026-07-04;https://www.ff-pilsach.de/impressum/;Freiwillige Feuerwehr Pilsach;Thomas Mikulasch;info@ff-pilsach.de;09181 5330000;92367;Pilsach;DE;Bayern;Vereinsfest;neu;130 J. Gründungsfest, Troglauer – via Troglauer
2026-07-04;https://freetreeopenair.at/impressum-2/;Kulturverein Free Tree;Johann Gattermaier;office@freetreeopenair.at;+43 677 63445916;4753;Taiskirchen im Innkreis;AT;Österreich;Zelt-Festbetreiber;neu;Free Tree Open Air – via Kapelle So&So
